,Unnamed: 0,address,Total Score,UST_DEPOSITED
3632,427720,terra1l9fahukzsspkysvrgnq59qkg94wukurw8zg395,2,75.0
3633,427755,terra1l9grpxfvh45d62lv9vtklfust4khv4v6qhwdv9,1,50.0
3634,427850,terra1l9m5px4ragngz24tu2z0yl5y9qdx6lmxp7uymd,14,120.05
3635,427909,terra1l9pefmcx0x68d9crpg8kyrxa5qg7auuxny92sr,29,46.0
3636,428258,terra1la5y8lwspl8unl8tndksxfkkq9d53gcqt2937e,24,5639.051
3637,428622,terra1laqk958w7d7grp0hgfy5kne0xdc0ndfef6nm98,13,1038.0
3638,428699,terra1latq4c0slszsfngapd0deuk2jtkp63et3c2aay,6,200.0
3639,428747,terra1lavyfpurv4kyaahchqsty8k2n6ug0rft0rc4js,9,48.0
3640,429013,terra1lc8a3p9ssg3j6wglsxp98mjrwqtzd8jql02pql,9,172.35000000000002
3641,429429,terra1lcrphpeknetk2r9a3kafd8vsluyr587wxm4eum,2,88.0
3642,429436,terra1lcrwyxn8apvxu9jdvu6jk6myeey0z64e22du4k,8,34.0
3643,429526,terra1lcw3am2uu5kjk7t845hn0mujvqrlsfw064uvxd,8,60.0
3644,429734,terra1ld4yf48eqex65vdrt3kta23cvrx865zyfkgkka,21,710.0
3645,429757,terra1ld5rh28a8rvk2daqx80vu8m3gtd3kz5rtcqf77,10,9.0
3646,429973,terra1ldfmuqccp64s30sk0euzxjap0dlq78zm5z936v,3,160.0
3647,430108,terra1ldmkv743yqlvz2ztkwk5axdjygecq25u8sq5wf,13,44.0
3648,430128,terra1ldnejj50gu8vjxrsrrp84haspqnptlvuf4puf9,11,1019.0
3649,430579,terra1leaeex3e226h7vmvukx8vmu2qsv02mjkuh75na,18,670.0
3650,430591,terra1leasxjxs7vnfjy4n05r2n9gl7aqj0xp7smsksm,15,16.0
3651,430602,terra1lec4vk27dw05ee48keeerw3eq2tvpvgp7ruypp,14,2170.0
3652,430638,terra1lee8mgjmy5j00vw6mzxngvvrcyztje85ew3u68,10,461.0
3653,431328,terra1lfc7z27qxunvx22vsqmxdec5n45d83udkcd3kw,2,103.0
3654,431430,terra1lfgrm2duqj5yjyg7aaegjf9hc9aknpqe5tlqkz,18,8.0
3655,431553,terra1lfmmc2xp2hmgyqdgwr9p8txxcyxvvr9mveywuf,27,200.0
3656,431800,terra1lfxyx92x6qpdfhumdu9enupzcfw2usmrnfsckc,2,442.68999999999994
3657,431905,terra1lg3lted6a4yf7vwlqhwcpqn42mckveqqvkyjfh,19,109.69
3658,431982,terra1lg6v8tlvt74z85h8tpv09flxllmxex6pnap8we,22,335.0
3659,432020,terra1lg8y9pn0yg8ylud7a32yela4e03vlxcagq6ljn,2,88.0
3660,432243,terra1lglujukexnwsvc6jwncjp20d7cavcl565z6hul,10,8.0
3661,432568,terra1lh086xug3f4pd5twn4za5m2wamel8kgmtju829,24,18.0
3662,432707,terra1lh7yk67pjdltmve22mzehk3e67p63v0jxpeagr,30,781.0
3663,432883,terra1lhgqtu438sxaaszd4asupdgzldtf2hw30q384p,25,10.0
3664,433219,terra1lhwkaaefqpnukmycf0en75xghtk6d0unqvu8sc,8,592.0
3665,433454,terra1lj7rc6cvx3uty0lamv34rylfu2nu9fp8szr3ez,22,20.0
3666,433484,terra1lj9asu3dtvmp8qm9qpkcc7w2304c996pe0g3ds,29,310.0
3667,433608,terra1ljfaa6ja03rxt2nf5yqzfejkxkhs87aujn9r2s,26,1916.0
3668,433672,terra1ljjfkqn40x294u3f2uzd7xrj4pg4v4q9gceee9,15,800.0
3669,433830,terra1ljrpznak2vfnneng0adplq4sryl2y06mapcnt2,6,60.0
3670,433860,terra1ljt3hnre62wwte9p6wt4qucax0ytaz7mstsr2a,4,8.0
3671,434076,terra1lk3358qa40gxv2cfy9zvaxyqkqunjp9ggq9tcw,30,24.0
3672,434534,terra1lkqxxfhnflgakx8v7dnhxs32zevwf4cmkzescm,18,85.0
3673,434594,terra1lktg9htv622v88zmzhrxyzsmcsfvvdyglnp0xm,1,8.0
3674,434660,terra1lkw2hvhgyr4mcvcctlw8gdktfy3xejhlsympwx,13,3815.0
3675,434822,terra1ll3s3gvxunmag9mqjnf7kjsx44fqsmy3jgzqv0,2,219.0
3676,434900,terra1ll7g0gny3r5jhsctxf7q83rjnk20vyd628f9rj,27,24.2
3677,435114,terra1llhtmaw0ezhkz6nlqx068hh9w6ghms794l2st7,27,240.0
3678,435384,terra1llw3nnrfn4kq4npz0jn37aqpqda7gkes2p8k5e,27,4680.0
3679,435387,terra1llw9zza9ekp0cqe0jktxdqet54j7tvaqfnvx8t,7,80.0
3680,435823,terra1lmgh047wgfseswlzeuxnyetkkexnxq0hr3ymul,28,8.0
3681,436141,terra1lmwmfsvwkac02ea0zvv2gtmpuhwq7jhkz3p7zr,24,50.0
3682,436247,terra1ln2mfx54jrwlexr39h7hefg8fdrn66u3z7xk30,12,240.0
3683,436457,terra1lndnmnvvss0mhdxmlu5hwu5d8lullm5vt9pmdk,3,8.0
3684,436492,terra1lnf7qytuqky84hz6tncde2jm7yqru60g77rln4,28,2325.0
3685,436497,terra1lnftl96z96cyqk0zd5tkwfgk4ttrdl5mf63gnp,13,7900.0
3686,436505,terra1lng2gypwsrcktvg85x7x5v567d9svgk0kyx8z6,24,14.0
3687,436516,terra1lngny09nugtd74awg2z7rxfpht37gdd0kvs9t5,1,9.0
3688,436732,terra1lnt223ts78zdduwvlhzvn7w47neq4pga89p6ty,26,500.0
3689,436745,terra1lntndvwkxf73try27a4q9p3makvluugp023n6e,3,83.53999999999999
3690,436763,terra1lnuagptnldqetg7sylc77vpp8m9ul09ase6uzh,22,56.0
3691,436828,terra1lnwlmtpe0tfn7mrxnglem5xqtahxshwgq5yhze,4,620.0
3692,436953,terra1lp2h43kd8ex05pyaletfzsakh57744t3c5wm6v,27,18.0
3693,436965,terra1lp2vv9zj46d6gnmtqr6xu3ep9p5hk3dmjmg929,1,10.1
3694,437045,terra1lp6llm72mqksv2620emj2d8jzz9uf2ed5qh3y3,2,317.3
3695,437075,terra1lp7uvv9t52r5h5j0dcezgqdfrxqgt25tue7z7t,13,332.0
3696,437213,terra1lpfag8uf4cncvsu9a229a7rjt83x3nr3xr4mdw,27,8.0
3697,437325,terra1lpkyy989ce76ucya2vftzg9hhfzsgf0trzcz4k,4,246.0
3698,437489,terra1lpu04elv6z67h9gv70fuy2srwn90n0fkladya5,7,400.0
3699,437538,terra1lpw69xqy9rm2t74987v4lw4j5jx08a4vcus6k6,19,455.0
3700,437551,terra1lpwph6tn4h27v98j0wvhqnltw2sp6wl905vegv,5,83.12
3701,437792,terra1lq7gqqtw6m95cw4cu37fslc30qjdmmlzr985a2,10,562.4
3702,437975,terra1lqh7ypwkx5d53f35cs7qgteytxurt5fgwkdtua,11,8.0
3703,438019,terra1lqjp2mhtejg246xru6urf955fu2ucf6f6u0knd,30,54.0
3704,438605,terra1lr9ylfzrafe66hwpdv2m0qwxrc27f9acyncazv,12,8.0
3705,438765,terra1lrju395mscjgmqe2us2r9um0gyjcgmw60a5wjn,22,517.0
3706,438887,terra1lrpcl54ypnd2aqu0cg0wd2r9j9kylm5hf9ehg0,27,516.0
3707,439315,terra1ls86exlsu3n5mpu6ql3fhc7zanklnun4t8kvyh,25,181.0
3708,439379,terra1lsclu930kukl7h9sckx6fhnfpv564wf4y9lq0y,27,790.2
3709,439433,terra1lsem4990cngqzlw3rd5pyeysvzflnmtmuetkzw,26,10.0
3710,439577,terra1lsl37prf4prl6dw23glzutpphmxydezpylcaqs,24,16.0
3711,439585,terra1lslaktm620qaqpu6qx0s5k5q7adsvw5jvndzaf,14,5633.0
3712,439613,terra1lsmhxrcvg6gqpqsutlgau676lgj9klvfcvdjs7,25,281.0
3713,440057,terra1lt874skdy7w34gngd9jhnredthcszxwhtlflse,24,75.0
3714,440617,terra1ltzeglj4prgv7h89pnsdflqwzj58qalce2s6gk,5,9.0
3715,440637,terra1lu0nen95nwjq6vfrunmp4y9qfzqujlg8220s8d,7,82.0
3716,440720,terra1lu5m26ke5rm46q6dr2hqxluwafxa60lv0wrdv4,1,18.0
3717,440722,terra1lu5q8k9l9z2ka3g6n74dcw9u9plhkrd9ux4leq,12,1075.0
3718,440725,terra1lu600d7z95f2zmndt64zfwyq9n5rp8wun9ppfn,30,1638.0
3719,440747,terra1lu6tnzn6k3jlddd0hnaedgu92k6djn3nlh6ufp,30,8.0
3720,440782,terra1lu80s26k3vd0dd7kgxhmsxcp6x9us8jq98s6en,27,820.0
3721,440820,terra1lu9lcttr955mja84r5lj53eke99ps2c5z3md3h,1,8.0
3722,440835,terra1luac8yfzec9sdcz6ryvpudckcj5f32jcyfph7x,13,8.1
3723,440946,terra1lufl5rdyrapgkzuavmrgp5ywfkdnsdjw5raq96,14,144.0
3724,441091,terra1lumnh75vurujmgg7v0p5pclp0dvragz6793n7w,16,114.0
3725,441126,terra1lup6wqed689a5adrz2wdcghwgj2mqyjm5gh8pu,25,150.0
3726,441245,terra1luv47lksjyjxqesxej6av75mvrwzvxj5xluz5x,26,271.5
3727,441338,terra1luzsyt7smk2xmgl8n3yep75yv9zgypjn4t0dzv,16,131.0
3728,441489,terra1lv78qv23p85u489lrzp2ecevy3lu20whl5vgny,23,8.0
3729,441518,terra1lv8qg3hqk69z6sfjv84jyjsrcfp22r473mtcfa,26,60.0
3730,441605,terra1lvcw0kj2qwqf7y2nrwu8h7pz7vyzn609qlugtv,11,76.0
3731,441621,terra1lvdjq7qxfd7v9lvs8g4jcnt7z568dgd9074l9f,28,230.0
3732,441765,terra1lvl0qr39tgq9d47wj9svvdsk484h4nv5f0nhd8,5,40.0
3733,441796,terra1lvm7dj5qmvz9araccpwfyv5rr5gsg5ld7xdpad,2,109.14
3734,441928,terra1lvsmh83sz5qnn9t7chqqwfuntwkvkapedw4nv8,2,136.0
3735,442002,terra1lvvmhxdncu077qp95rvs7j9k4yg3pcjj4zvqp7,2,1352.4
3736,442055,terra1lvxnedkqt2qg5zvzcjqxcjllwacdndpl5ewvth,2,1820.4500000000003
3737,442091,terra1lvz6pp5r7cxtp4pxwzgfkrn98k50xnljp20tfr,2,95.0
3738,442497,terra1lwk560fkcyxavdqla0ksfcr2tyg30wcm5mpnsh,2,38.0
3739,442567,terra1lwnqq4hxsxzx98e0kjw5hyckc5fl8fa6k4zy43,7,410.0
3740,442679,terra1lwu25rye76wk55pwktx6tdjv6g8wvr08ftjzs4,7,8.0
3741,442883,terra1lx3wlvykpghnuhxpjstg2wry59aydd7u56zwle,27,419.0
3742,442890,terra1lx4a484px4x3nw4kmuty9tz9gq4v5yheenqcys,14,293.0
3743,443025,terra1lxa9pgaj204s24446p23wmt0xn0g0dzlmpcze5,12,8.0
3744,443212,terra1lxl7s28xz9r7z2cqnje83vchnd8jyf36puvg3x,7,43.0
3745,443301,terra1lxq2p7fzrmykxkpsx30zkn4l48vduk9rvumzck,17,1180.0
3746,443423,terra1lxuzdxnmr3vu9q8helsv3ezrpadwr29wu9a2m6,16,4706.0
3747,443427,terra1lxv3lyz2d5fcccfa7rjhsrq6kej029l5ey3ypz,27,83.0
3748,443500,terra1lxxxnj4l4dcst7uv7c4l6jsstygrf7ka8glq5x,20,280.0
3749,443671,terra1ly5m66wgq5u049nauw6e7dnhq3n9ajhncydyrj,5,490.0
3750,443696,terra1ly6hp8squdyalrel5tntk0dccfzxupkdlcfrnv,25,94.0
3751,443804,terra1lyareh24qmtn34ejcfxcy7s88m3ym8jtyh37yg,30,530.0
3752,443812,terra1lyazcpfz3fw440lnaekzu9fz3faezvzgj9qa8v,21,708.0
3753,443866,terra1lyeag3p2r4gvelhju6uszkq79p33h6h3d5kj3m,30,1694.0
3754,443934,terra1lyh4fdkc07kzkf8lcdz4df78papfkyylgvs3e5,27,43.0
3755,444010,terra1lylfrwp52g4cpuyqmpn4nw6uwtu2akt2dt845j,13,370.0
3756,444319,terra1lyzpf98llrlusn0frc2y22jxgkrc3dxyp2kr5g,3,56.0
3757,444656,terra1lzg579cl2jusadrtezyt804u0jjza9zwmmsxh7,14,10.0
3758,444803,terra1lzp2y2euca0p4vdzmrcny9rvj0m48sgak8jfdq,3,343.0
3759,444987,terra1lzx7wytmwmrntq7myg0tfyzxzua5vf3jt4erxm,23,45.0
3760,445249,terra1m094y39tj7tcwm007nz5tlzw85jh0ag7l9js0t,25,29.0
3761,445432,terra1m0hamqk4m0svg5qc00ygz73fzku8yfhvcdcs78,9,9.0
3762,445501,terra1m0m744lggmyf28a3ej7a3s2vgrl07z8srhr6s0,10,26.0
3763,445510,terra1m0mqgrsqr65u3yxrgkvc7gtl357hqqp9x0kkrk,2,83.1
3764,445542,terra1m0ny6huglwnedntjzh9m9ccd07dc4nrq0z67j4,27,148.0
3765,445584,terra1m0qqyh850y3s4t8weeczgmsvk4dy2y0qyx3gxu,21,8.0
3766,445585,terra1m0qrgt84750qxwkch2vvq8rkkcz0ndw4zzzwx5,10,31.93
3767,445587,terra1m0qwfqtj8p5v7zcz2z098yj49yn2wj3kp4qknz,3,193.0
3768,445974,terra1m2a2hu9p4h9mhqfeh7mfre39xvzq05c8mljut4,19,361.0
3769,446113,terra1m2hapxzx2k2nk78sr8wt6p0f4laqxyaml075xu,2,233.88
3770,446377,terra1m2u8geuf44cxdenc0tkcpve9lkr0wck7gvpnl4,9,110.0
3771,446515,terra1m3034ylr2f4hj9dr7rmz7hl89wguea74l8pgpw,2,531.3100000000001
3772,446542,terra1m32d77az0yann6r9dvay2mmljd8y32y0zzkcpy,17,8.0
3773,446566,terra1m33dczklrdzae77tcyy0rpvql0q4d5ynjm9hay,6,49.50000000000001
3774,446610,terra1m35t42fqsr26dk64xzqdjfm9lx5pq5suvc6l4z,7,58.0
3775,446634,terra1m36y36x58aqgkwrs6gjlcg4zar8rve4g6f9ftj,2,124.81
3776,446842,terra1m3ftapwxq975rms0tvkwk3r9a06s5et0wn3a8e,23,8.1
3777,446972,terra1m3mqyxh8lgnfdc4usvxt7d8etnsdjvfaxda28r,30,16.0
3778,447091,terra1m3sl9qea92km6mqm02yqxfygn8g9acl8wzj6x7,14,8.0
3779,447220,terra1m3z3hv8pzsucnwekqck23kguh02d45g34fx7np,4,2855.2
3780,447221,terra1m3z475hzyn4hrvlw0je4xm907u8d0jgyx3plnd,7,55.0
3781,447308,terra1m43rpw28grr3530j4rl99g0t7cmgqzh7rah9g8,12,80.0
3782,447520,terra1m4erwz77dhntyxlk003r8gn6juxtgwqrvzt4sw,5,320.0
3783,447555,terra1m4fvwk6d284usp5s66au5ktdd9sztpw5w3zflh,26,28.0
3784,447643,terra1m4knmt06xzly2knczpefsgs76n7upqwa2zww9t,4,279.11
3785,447689,terra1m4m6nh6gs0ge5lwvhuxdekdev8564ns0nzc4j6,25,22.0
3786,447733,terra1m4pafl58mjh0cwz353cgsf4dtn03ugxjxwqfdq,22,40.0
3787,447795,terra1m4s9h6248x5l79shxu8aq6rl2wwqre7zc3ugwx,10,133.0
3788,448055,terra1m553wkr094j3g0r7xcrk3fut650e92wfxp9yvw,10,152.0
3789,448121,terra1m57v2f34vnp8e9ex5te3tjp3pfymltjdecmrfs,25,7252.0
3790,448140,terra1m58r89q38k4p3lr2tzck33t4snrtcvjueqdgdy,26,13.0
3791,448349,terra1m5jrjv4dsmxt3e8x9lpzh0y09ddn5msajvnen6,2,316.0
3792,448577,terra1m5uwguyltm042x6ydum974crnhx55d4qltd0fd,30,8.0
3793,448829,terra1m66swnewv4s3f747t00y5x76aaccdlrfw8hmkp,4,16.0
3794,448866,terra1m67yz0hu8kqnc0zwyv03v5p6vvs3uuu7xkechr,7,1014.0
3795,449099,terra1m6k79p044nr5zuj4phx9zfx5unwg8c7p3l2eqh,21,50.0
3796,449204,terra1m6qa6q5mh8mvja0lar9rffc9hrp8sl6vl0qh66,15,92.0
3797,449221,terra1m6qvdqn4ae2dzu33xqfamc2fq0e2y5z3n3vkqh,30,171.54
3798,449356,terra1m6x8ydl7madx7jtgs3hq4h5u6e7d7fuuadytz8,21,200.0
3799,449387,terra1m6ytmy09xyw956n7c4ngyyf72vp9pf2aedkgy5,24,24.0
3800,449493,terra1m743ywj7ds8hqmnffasjndk9ayyun6lfmh7ny5,7,8.0
3801,449889,terra1m7p7p9nznp50y3sz7wqy8hn7j35zt3gt3zsczk,4,307.7
3802,449946,terra1m7rny4u2zgy3ek6kqpdfehe62cam7zuq84nvt3,4,653.0
3803,449973,terra1m7sxyjr2c94v4tvdwkzq26udpcjszp9729f6mc,27,173.0
3804,450129,terra1m7zq63fx0738rywd9flqf8lxgrazzymc30lsdt,27,10.0
3805,450289,terra1m878jy4lzc8zmq9ulajvhkxx49ymmtegu3d5xt,29,8.5
3806,450382,terra1m8c6x9e0whpw8kt2cf5sq35gv74s9sz5qru0et,3,198.0
3807,450416,terra1m8e2svmxugq9asl3vu0m9tyfwnlqlxwsz64wkj,30,200.0
3808,451186,terra1m9ewhduzzprheqx0qxgtlqte84s70nzfv3vref,20,9.25
3809,451339,terra1m9mcxex8w77vrvzry988ssj8yh3ynla09njc5s,27,19.0
3810,451361,terra1m9nazc40ak2q7jwsamrlrj0t93v3gmpfcy5xfs,11,52.0
3811,451461,terra1m9s8rr5sru7acjakzn3nmsf9s4sdncmjnukkrz,7,989.0
3812,451475,terra1m9sn59czeq4e98wxqa8ge29993kypj5vkmrhkl,1,8.0
3813,451491,terra1m9t69cj840z742l356n8fcdd2qedkx6mk5jycz,10,335.0
3814,451507,terra1m9tugdttpyy8ss8h9kag78k9q8xecny87f329v,30,8.0
3815,451687,terra1ma36tukfn3yw7ut5hg9g2psfc5qp2rcsjwn6rw,16,100.0
3816,451792,terra1ma7mnkrse8g9vw84wr8evrp8k6yy9vcfnqnfqj,11,8.1
3817,451809,terra1ma8jqefkrkuym96hg60qhsmty9c8ffn8fkjlpy,14,73875.0
3818,451907,terra1madxnfyeysznuxpu6wks6mdjltca576dfkvkfj,22,8.0
3819,452001,terra1mahlwd25mmpz3xuhavv5jpt99lus2n7zsaketu,2,133.47
3820,452336,terra1mawwrdlktmpgda8yr0dgx9e03jykcxmqf4umxd,24,785.0
3821,452557,terra1mc7nh79y2exmdwwgzgaa769et9v2u3lzjv5n2m,15,10.0
3822,453138,terra1md06crqky0tggleqce8nvlkegk3gh8ud655dwc,21,338.0
3823,453200,terra1md3nt0sf0af83eza2sqvf72mkq45242myv452m,7,11.0
3824,453216,terra1md4m7vcer5dsgl269x0k23evdxx552g4nvhpe0,4,24.0
3825,453349,terra1mdckpjj3qk3pexv8yr4cltzjs4gyd7jkjr4mp4,27,109.0
3826,453396,terra1mderj5px573t0gpup8rjwjmuwlru6ykd2a5suz,28,28.0
3827,453423,terra1mdg6u7tvuh5adfptwmeljrkvx48zs0mh3erng0,7,59.0
3828,453468,terra1mdj8qzgnh4r7474cevknz04c6hu6yy4hkvwthv,16,8.0
3829,453633,terra1mdrpeyfhehezrn2kr4zcge36tr4xcghp6kx3pn,4,192.89999999999998
3830,453718,terra1mdvecnxwmyc2my2nn6jxfnlsht9kw6m0r5cqnr,14,325.0
3831,453738,terra1mdw5lkg02vnnnas6dtf7d3at5gnvhjl6z284mf,19,600.0
3832,453847,terra1me0czmt99llaqntw7c7aglpvd0qy8tn3kqazwg,11,8.0
3833,453886,terra1me2tflyqrk7g5qhg8cwhjw4xsrwe7vv4j8zjpf,30,21.0
3834,453945,terra1me5ez60mltdy35g8nljtq8m2e2g6tdsuljpx4k,2,329.83
3835,454082,terra1medez76xqepa0fxmy635jc3aamdr49t5hp8lgq,5,352.0
3836,454136,terra1mefpz5v46ez8at6n5rewf8k3n33v4kk5h5t48m,2,48.0
3837,454300,terra1menyrav8sj2h2m046xq2qeqslwquhmvvjq4j5l,30,133.0
3838,454686,terra1mf7kjhqfmep6xduqk7vcfpgh3x35sffyjl63rv,10,554.0
3839,454750,terra1mfan595xqgml63j406wkxx6dfqhr8evuxaqrjk,18,500.0
3840,454837,terra1mff8zqxruphjsp96th9k7eehvn6z6j00lm8gpe,27,528.0
3841,454998,terra1mfntv7ggflyfyfvvc7k2348uugvf5zya9rprv4,5,879.74
3842,455052,terra1mfr244ahr7pyquxgfgu522av2pa2sdtu68jeyf,2,170.99
3843,455230,terra1mfyrrpl4qvm9046wxretw2fn27gsg8rlg8vvac,19,10.0
3844,455321,terra1mg3fdl8me8xzahkh4jngrzyfa7x9mqgas8zhtt,20,16.0
3845,455629,terra1mghfncrl9pxw3c8mvphrafzg427xhu89nk5948,25,46.0
3846,455787,terra1mgqqa98ec3wdzjxwq6nz9haka7pes7x38mpvxd,30,28.0
3847,455818,terra1mgs4ldnh6prl89syv92su0j5wtkufve62zdn3j,1,8.0
3848,455837,terra1mgsszejmtkwacm94ja3se2zzypmurrxxcu05l9,24,64.0
3849,455871,terra1mgu6rk8qtgt2pu6aaqumums99mvunqjef34w26,7,64.0
3850,455928,terra1mgwdlvafnylsl23es3ca6p9dsm4nl54k2k9xck,26,115.0
3851,456080,terra1mh3p9uga5trns4gxftu9al5sejj20j0u7ewlpf,18,10.0
3852,456207,terra1mh9hqjn44zfuw7nadyk5y7u656szhs5p9g2aza,2,205.0
3853,456432,terra1mhlhlu2j62ywuh279jtejs83w3f5thw62a75gc,18,54.0
3854,456453,terra1mhmmk9jh8p43fc48kmfcryw9crhfa022n6wyz9,9,9.0
3855,456560,terra1mhsm6xard4e8un8kq7u5ju7flmv75a9a43aeva,13,90.0
3856,456747,terra1mj2q8tn03p5dq0xzad2hd2v3u234s2gj9vq5rp,27,546.11
3857,456839,terra1mj6gu2vkullcxgtczqssc5wqqfze8wmmw9nedn,23,141.0
3858,456965,terra1mjcspp6crhurudxfaa2hc7dhp9493ma7chtapc,4,458.0
3859,457064,terra1mjjdyq2s42eynhu5uvnf56se59z74k0pepj0yl,10,8.0
3860,457104,terra1mjlakkn5jgs8pwzdgr33v3hapx6jv9pmzj5ws8,2,32.0
3861,457454,terra1mk3s3k940nh9ewd0hv7jhrgvsxukv3xad8h6gu,3,18.0
3862,457528,terra1mk6xugxarst5um6lvflehs9wfpeludcecfnwr2,25,64.0
3863,457762,terra1mkj85lmn5eh4uyaaxtcenr396wj6wmv6semkz9,14,1179.0
3864,457764,terra1mkj9g2vwuc3x4sz8k6tj6yqcksv7jnp2vf2cwq,24,23.0
3865,457868,terra1mknk4g0mq4qzwsnzryy0ejz0e43kzk4l20lsnp,1,10.1
3866,457943,terra1mkrrpu6kgpue84rgkv90dvj36u53stuaz8yuc8,6,1970.0
3867,458046,terra1mkwpnlfavd85wxq7ayd4vnnm68nqj82sccavyt,5,8.0
3868,458071,terra1mkxz2t6smvuwqdul643ms6387g0eqc0hsaud0e,4,234.0
3869,458261,terra1ml7vd8a3nagw4lsrd9svlvcffc95z83c79uakx,19,8.0
3870,458356,terra1mlcs2ny6r7euuef8g0elkh2ausdexj3xn3zfsl,7,242.99
3871,458581,terra1mlp6ghzd2u3825w62s3rtq7xqp6kg6555q8t95,6,104.0
3872,458619,terra1mlqgtsnyyaazcmvplzqwm7clwxx2mwegg7qpy2,22,368.0
3873,458683,terra1mlta9rwh4g87uk9lmm0wvteztpw7x38q2hmhy8,7,82.02
3874,458928,terra1mm546vrfgvr8qnqgllkfxtf2kdww0j0mu33vuz,29,4736.65
3875,458973,terra1mm778sqjjjqvah5m3rm74p9rdkscf8aa8kvnfs,1,8.0
3876,459138,terra1mmf0ennydeqvlvunzplqd6jkxs4ndq4zysufjc,6,32.0
3877,459218,terra1mmjd0tj6qfg7uajlyd7dt783d7zqx3kg86wutm,7,231.0
3878,459223,terra1mmjlmzvr7a8pf34qe0wyr20rmk0n96vtypas28,2,68.8
3879,459277,terra1mmly4jprsccufaymvc3r9qsm358wt076we6v8u,21,16.0
3880,459377,terra1mmqq6h9s2strrkc7jhfdeaxypac8jmve28qv27,25,220.0
3881,459472,terra1mmv20pdks64sgydnkgauq9draytt5h4ca4lans,25,8.0
3882,459621,terra1mn40uldlvvlvxhuhqu56prphks52tx9cdnrwke,25,320.0
3883,459729,terra1mn8yg59gnph6d9vtu8eewjgmstt79j78hqngq3,28,24.0
3884,459754,terra1mna02g353h929g4yj5x8u5603427c562ues7xh,24,670.0
3885,459808,terra1mnde2mkh0qpezaca8pg43lq9j9wvfhxquttrfj,30,400.0
3886,459934,terra1mnjvq6gmdrxtlyxk2u7lx29w032uwfcvy46dkr,2,201.1
3887,460031,terra1mnnwq59k6s08xwfn4pwymu2ta5969jrralllfc,3,25.0
3888,460126,terra1mnslwwq3anjzgdd0c22ny9ktdkuth5hv8mf4fm,27,586.0
3889,460256,terra1mnxs6h35pqy9afkx7n2eah9ey7wgp2mfu2u8xq,27,30.0
3890,460708,terra1mpl9rshdae7g3pjqznk0pdgw9fsz5mx84k99cp,14,303.0
3891,460818,terra1mpre84dayydpen0ux0ndgx8zjjwdhvgw6thut9,25,73.0
3892,460873,terra1mptwth8gkj4u92dtn87cwf5fwg05nn3706cx58,30,160.0
3893,461071,terra1mq39hca6zmk652f00mvjq0yzcnm86zav39wvkm,2,172.0
3894,461443,terra1mqm9zkveqfnppq9u0muc6yhjycwy23nh3pjwwg,20,24.0
3895,461526,terra1mqrda96ucfqtyydxd8ppxa57pqp4yuuux5gukv,30,21.0
3896,461544,terra1mqs59fdv2t0cc3pmrtrgn83azvqv8dqz8q4063,24,1237.0
3897,461626,terra1mqvapxe53yhsnn44v65x6w39x7esrhkt8l5rsh,8,8.0
3898,461747,terra1mr23ete0w6c23p79e9hlwq0a5rswdvxhv6qll8,14,71.0
3899,461955,terra1mrc6h8s80pk2nngmhxsa8z878emcazu8pfmgfq,21,110.0
3900,462120,terra1mrkypn5j56yancjlyhfc8lxlp9llk6g0fg4xuv,27,50.0
3901,462165,terra1mrmqvvlpn5vehtu2dxyh29dfpqesmcmle0kwaa,12,8.0
3902,462270,terra1mrrvtd3wd5wzckdpqcrwq9hkcf0yp8uzaryt8q,27,278.0
3903,462437,terra1mrzkyf8wmgrga2wypmhc2g6s9tzdpg4cpv3cda,27,8.0
3904,462457,terra1ms038kk9xvpwhrczrpc5thvy6v8skf8s0zfxuu,20,63.0
3905,462573,terra1ms752weed3huz3l5x2utlvggkcxffxvn888wsn,29,8.0
3906,462582,terra1ms7ga4s4ls9n64kmmce9yj47a4zmc0vv88t5ch,12,8.0
3907,462626,terra1ms9e3gdzx3dyywgh5j94mqhul0g8pw74m0l9zy,18,525.0
3908,462645,terra1msa3l9p5pyjgh6ttlexnx9nxqtu4mxhs42vqmx,11,146.0
3909,462713,terra1msdtzwk8sqz6e4065fu9t3tsyts45edurrsnkp,27,17.0
3910,462863,terra1msljqw6a0cwrj9ccelxmpkg7jsu52kpzsjgzqc,10,8.0
3911,462972,terra1msqxhcysrv9ujk32jm492zmz3rjv8rcejuvdjn,11,73.0
3912,463053,terra1msttashr68wjv3gpchcs4m5f9hn6gg64j5k58p,1,10.08
3913,463160,terra1msxrq6p2mfajrvs5fpuyyrsgztn8a0v4d7g0j7,22,1141.0
3914,463248,terra1mt2j0ueumvjz4gdsfpv475h849ml9uppretd3q,5,62.0
3915,463330,terra1mt5qzy7mgm9jqnazj0juzvwskv88clfrmsmu42,15,24.0
3916,463608,terra1mtkqadel3sx03af5l0j32kjwfhfjz6w5gs8cfe,29,7157.0
3917,463645,terra1mtmfrhq03w0k4q0xarad6yd2m0ca2qxs2zrfau,9,30.0
3918,463687,terra1mtpypsngszvl4tacuvgkdjrfffag4lsdtrr9y6,4,655.0
3919,463784,terra1mttasceda83m9pnzp7y56sv7zah6qqf8523dc8,9,1758.15
3920,463875,terra1mtwy6e9paxx50nsuupcktht3dk0rf9y65ehlh8,22,222.0
3921,463970,terra1mu2aut0qekq4j05vv4v3gyfn7w99aweyk4ntvn,12,19.11
