,Unnamed: 0,address,Total Score,UST_DEPOSITED
1726,200108,terra19jfc4vjp5dn76tlvr8ajszpqgymy5f0507y2nl,29,40.0
1727,200121,terra19jfv3dx34a64xn5clg2tdfer629nvtz53pkr9p,23,165.0
1728,200134,terra19jglcs8tmu9689fmj9pyqqr0rugldkl95g8q8w,19,44.0
1729,200293,terra19jphslxmu98g6jh8engdsc9khdn2kc6up0tg4f,23,208.0
1730,200410,terra19jufp5qv3zlggnzq5stf9hmff7z0mxzgj7ged0,5,688.0
1731,200491,terra19jymyu0kt49ssvr2udpu52wecpfgfrg9vu42ca,4,533.0
1732,200549,terra19k25t5qdpz9xuh0mvpy7r2rxp76qehc6hkmyd5,2,241.31
1733,200617,terra19k59kz07jzeft7ex54j7qarhav6q4ta53x2v3z,16,58.0
1734,200686,terra19k85gsahz45qr86gn5t0ym7zac8nlm6v8k5ps8,30,123.01
1735,200771,terra19kczh3hyue96rku3uhhw697a9lr58aselsx7kd,2,559.0
1736,200964,terra19kml5kl8u0u7gksf4ld77zx5arrq0gels9456t,16,8.0
1737,201161,terra19kvhwwxj6dehfc8hs6qtve3dsu8nvp6mmmc6ca,27,10.0
1738,201223,terra19ky4wfvvu8f3azcruhrwhdrrjkcgcchxt3jlkx,5,51.0
1739,201352,terra19l4n2nn563zdg2rhqy0yjg3fm6hw22ntnzzmnk,26,10.0
1740,201715,terra19lmsxa3w306nh0wwqp30qhs3cwn3tn7rhngfrs,10,145.0
1741,201787,terra19lr7kjyue7ka0uuaeft968cmpy2p9hy8gw70qv,21,24.0
1742,201876,terra19lvqmyxgexhc9vg0msp3820jfh447zvlcvl26t,29,155.0
1743,201899,terra19lwnd0lmwu9k30nr35ncuxwzmeqwlkp5t7jufg,21,21.0
1744,201907,terra19lwy4j3mjgt9a88lk0xhz6kxv74azq750z49qd,12,35.0
1745,201945,terra19lyfyvl9c52j4ejx4capysdplprr60k59a8qgj,21,667.8000000000001
1746,202010,terra19m235rlhajezwn5flpq8vepukyqzchajfzydcd,2,48.0
1747,202167,terra19m9avy6mxtes9z7sse8k8unmm643nrmr7y0jv3,4,347.0
1748,202382,terra19ml7jmx8t73pjwwnhmlgpz0h7rhxvaqksjx23s,29,1117.0
1749,202403,terra19mm89u0y4teu999vakuty88negmhgf66zznr67,2,1304.77
1750,202577,terra19mu2wuyavmzegks0qqw5u8z2ndyqf0gk72gzvs,30,32.1
1751,202857,terra19n7s6apv2fu6swjklm434uadsl63almgkgfvgx,29,867.0
1752,203086,terra19nk2gkmu9jv0j97yyhjvv3g85temyvehckjcw4,24,50.0
1753,203136,terra19nmlln89kq8np2uck2d3ft3snnp0p0xm88rdkw,9,534.0
1754,203321,terra19nvupnwnngxfyhhagqurlj32cn57yq7yjqrql4,22,3301.0
1755,203393,terra19nz8almdvn4rk9s8z23xq5c3vy7dp3pxww29nr,29,362.0
1756,203441,terra19p2enw97yh4fpsdx5keac47m9d399cykqa9553,28,6762.0
1757,203465,terra19p3g0eq8sdamyl990wcw8wpddyxs6ymurdh406,14,220.0
1758,203490,terra19p4awqjqe3k4za0vqpe0csv6h0272pn7lmznhx,3,1888.0
1759,203620,terra19p9q8qpnnxg554n9g3z5d06a7ydhzs9eed9r86,4,247.0
1760,203680,terra19pd4lczhys3k4373auwszm36szfkm0swaa3sek,21,550.0
1761,203842,terra19pkqe9k44srfu2j76y8ct76ffzue2v0w0fd4y2,11,31.0
1762,204117,terra19pxvtg3097vq7qa669x2wqreyh6kqmg6ztwpm8,13,40.0
1763,204426,terra19qdx00gtw8kaatp9paz7rm8cas5vw2u7tsuy2p,12,30.0
1764,204510,terra19qj0wrqhrlyk72k4u4hx6y8vfy8nz0px3apctg,24,74.0
1765,204553,terra19qkhlpn9gxaenxmnvk4t03psa6kcj03m70avc9,1,8.0
1766,204628,terra19qncup8tl2llwdla0zc3azcm5449vygsq2law3,2,30.0
1767,204760,terra19qu6pgx053gqys8k9zrl2hmwn4dk25ze69k3k3,17,17.0
1768,204808,terra19qwdur5dw39agmt4jarxrnezu28e590wtlgnqw,2,91.31
1769,205017,terra19r696ah3p7qw4n203lmlx3rv4uzajy3h6xsw57,10,22.0
1770,205178,terra19rdwmulgel0j6ps0lk74v6pva9f68lwpemjjle,30,281.0
1771,205372,terra19rnzezl43aepqhtynct75rp692v4u7ydvuvtcd,7,400.0
1772,205414,terra19rqv7c4zv39q7wqd57j2m8peqcca46ettglmms,2,27.700000000000003
1773,205452,terra19rs38yugme5u5tpcz2jl62n86pz3ftkydy32lr,7,225.33
1774,205724,terra19s52vk2qxfhvmn53hlc0n72huxn6ujvunnxy8n,5,8.0
1775,205740,terra19s5n4nttf4nrf2rhtnqj786p5pyhjk3asykrg6,19,9.0
1776,205754,terra19s69et67r0savvwmgwqlg0c6c2y4pc87r8d8sm,3,8.5
1777,205861,terra19say4flannnstapn29kkd4dru8g3aftm2c9usf,26,2388.0
1778,205906,terra19sd7cuu552tpyu4chsg6nvxgr0g9h6aftr9a6a,24,54.0
1779,205975,terra19sgqc8nn7g48ltkeqllhnpjv44sll35lx76tqt,14,45.0
1780,206425,terra19t5kmq3stpn8kctn7r8r262hpn02tre3u6x44k,27,22.0
1781,206508,terra19ta0aazfntxkpd3kn6ptlgx5hq37mv36wewq3f,21,1653.45
1782,206517,terra19tada2qnteac6hqnc75yrr2s5e73feyfddcsgf,26,6328.1100000000015
1783,206607,terra19tfrceetmanc7x0q7weg9jp7kxlq52vk3fx2h3,24,8.0
1784,206715,terra19tl88gaqvx3jyjlxzml4cyq4cv4w44k7p62zpy,25,210.0
1785,207012,terra19tyqycxc6afpldznyl9zf9mz03uhyr4vf08drr,2,486.47
1786,207327,terra19uesmva254xqzk5k7shuvzjks6qh9y2jz2tnc0,4,464.86
1787,207644,terra19uv7vkucfyttnkju5uxvt3z42l2j6yksxm6w3k,22,8.0
1788,207893,terra19v7vqkqchh9uwhyvy7juezexjhtukyewr4yn8l,2,48.0
1789,207939,terra19v9tgfhstlve50qymzyauygdtjawn59xsxml06,24,101.0
1790,208163,terra19vmgfrn36yr44afxgpjrt58sz8s7x9sc4tgeyk,27,1073.0
1791,208196,terra19vnr3zsz8d4s097q6cqealcnnkzm8cpyy2kgeu,24,34.0
1792,208240,terra19vr49zklx59mgj5ax7numwmn3vaykdzfxqkqga,22,8.0
1793,208320,terra19vumj037q9n7y386ukelnkw2m7qg5fqy5xlt94,27,150.0
1794,208383,terra19vwxtuq80wkhw95js4nfdfygf55vhgqz6p2rv8,21,88.0
1795,208455,terra19vzzay7ql0qxfss5vurpzz2turpjntss8r88us,3,376.0
1796,208468,terra19w0xy0992jvyfpazu3wamz0xjug67v2uk7wtn7,7,66.0
1797,208529,terra19w4t8atrq3ce7y70pua6648xh23kf0cj3qsvly,4,88.0
1798,208542,terra19w5784n88hy9732x0wm32rh70eee7vrldt8p75,27,195.0
1799,208610,terra19w82d5ly9v5aerjtx8z8spz806zl4se268uepw,19,59.0
1800,208644,terra19wa7kn0al9th5mau72je9f2zj3gsfmfllfaq4d,10,241.0
1801,208926,terra19wp5aywmpe9k4h6k4ulezcxsmf3gfefxmqk9cj,22,34.0
1802,208947,terra19wpu4xqt6k285yq2xwe0qzkvlf9skutz35za6m,13,8.0
1803,209009,terra19wsec39gdfj3mayg7wmcq42zxqdtse8m8xf53s,28,27.0
1804,209230,terra19x3ngdksdqk7phlu8vu0ersan6l3r8mqleyct3,12,315.0
1805,209261,terra19x52f52q7uplvexrlq9crhf0g5gz34kdvsuf86,13,12.8
1806,209353,terra19x9fm625wr0aalhjhmlpnqjht35fkkays40ajk,29,8.0
1807,209489,terra19xglhafjaatq6xus972l78c2szhjy22z2zxcje,24,40.0
1808,209757,terra19xv2x8swmk28rtfhyxa585t2zucsslgmq5vfdv,15,4075.0
1809,209889,terra19y0q4qje9807nlpypemucls2vxd2jtl8n5wpz5,30,300.0
1810,209890,terra19y0qpm35tyku0smplx2f9s7e5kdwug0tym2ta2,22,500.0
1811,210058,terra19y88z70r6qz050zrm8cy305mlmzdpzjg6ed8je,9,8.0
1812,210268,terra19yj6zj56k55nznsgzn5vfyv9zg2wxgwlpsxdw2,27,60.0
1813,210450,terra19ys00lrqwpm72ft4xu5dhr3328tg3eu72k6e4e,26,46.0
1814,210493,terra19ytqkpz2cjxnr3ej5672df60hhew0y8a9lxdjz,27,16.0
1815,210628,terra19yzj9fvwwr0qeruzv6jhvd9eszrfczl9lh0gr5,11,17.0
1816,210809,terra19z93t2ymzrdjeuzg6k4s03mggj2e3wtncp2yvt,24,8.0
1817,210854,terra19zc9zgn3yzqqn6s7wefkym8hc4y7ve5nztxhag,24,8.0
1818,210997,terra19zj7hn9dwjrt4vh393vsf4dk74amywj942mju0,10,25.0
1819,211071,terra19zmfdwrjvtmk4f73vy9tlf3q63r2q5nm4klpcu,7,739.0
1820,211086,terra19znf6u5zgyvsyf3rhfzv076j4jcwedyjmpurhk,23,753.0
1821,211180,terra19zsd5dh0pem8zx2x9dz5s2rafdgrwps2fwp9xl,2,286.8
1822,211475,terra1a05rm73m8xuyut74kzknk922psydtk2ymekggc,10,15.0
1823,211605,terra1a0cjukl4y3nj5d3ftjrdh0javzgjthwll4wwxf,24,460.0
1824,211669,terra1a0ezcjtlwfpfk53z99zz99va3ld0ss8agjx8es,27,361.0
1825,211819,terra1a0m6yu6p4rsxx6l0yjz3ldpj6a2at36u69yg8l,29,8.0
1826,211836,terra1a0mwd6zdgexvyta2vsmnjfvx5zdz0dxe489uu7,14,450.0
1827,211849,terra1a0nasyx8k53l0ast6vu8rtyctrjameyk8hjhhf,7,449.0
1828,211970,terra1a0u089chxd630ru82ctwg2nh0px2dlt6snapx8,20,410.0
1829,212275,terra1a29augxp6vtwm7jk75xr8kzyhkmw4ze8jv3drj,7,41.3
1830,212538,terra1a2p9nj2rxltc22l8cmyzdznw24xgs80s0q52yr,1,27.39
1831,212820,terra1a30q5xyhvhj0wkmtaq6qysm3zk2u6jyj5ml9ju,19,10.0
1832,212939,terra1a366urshurjxltgaz00nnrk9nwmsgtuylp2e3p,7,25.0
1833,213283,terra1a3njthnz5t7an3amrupqtrk8a3wdqt4yccgk3t,25,245.0
1834,213454,terra1a3vpx7c2d20hwp45dtkndguumkcteltx3w3pdt,12,8.0
1835,213492,terra1a3x8g3hr05yxg65qlx6ndynecyf87h0nc8gfhj,10,62.0
1836,213495,terra1a3xa9fhafup2x0deu7jj5jwqxehz7lsx4sljgy,19,8.0
1837,213511,terra1a3y0kkpsyr8qje5ttv8k3ch2q6zwc0gyx9tapx,30,16.0
1838,213614,terra1a43afyrav5kpjn6767rh65zj03cw4ydukrm30j,16,3107.2400000000002
1839,213631,terra1a442323qs6ldqyqweeqg93stn8e4xtuee2udur,8,429.0
1840,213649,terra1a44wt6qapv869m8q56ffrqhnqpgzzjd0e9qlqg,3,16.0
1841,213775,terra1a4atgqaqlrgur3mcejde8j70ze9wultxn9sn5e,4,8.0
1842,213816,terra1a4deywu68xqunasvkgvtth2g0px8v8tv7rdkck,16,8.0
1843,213870,terra1a4g8vyz3j5s3u2u8ued8melckdhqw5rqpmggga,4,371.0
1844,213985,terra1a4m45crrrhy83r6ug7jfzfnyyhqjgcf2jqxjat,19,121.0
1845,214019,terra1a4na74c6xqadgadddmgzvhakv3q0v5k7c09txc,7,70.0
1846,214324,terra1a52nyyw29sst2zmh763pzejrjhvk7q0m93pu53,22,1123.0
1847,214386,terra1a55dq7j3zzvd3809ara6nsunv60s6kml0ta4sn,25,270.36999999999995
1848,214460,terra1a58zh6mnefv4t2pcxm3se8q6cv0mumlfalvuky,21,16.0
1849,214710,terra1a5ljd4kcdd89sl7prjfr8tf84gqhaazh5lvu99,2,1511.27
1850,214786,terra1a5pqtxtdxhxtt9n6ee3m0jg292tjgg37406dfc,27,1197.2
1851,214803,terra1a5qy9a8lv9rt87slxht7uhn2p4v5j5f4djf75c,10,9.3
1852,214884,terra1a5v4yagwuty3sxmk64gt7ush6q6ldhp3q47eyv,24,752.0
1853,214898,terra1a5vu8ekd8ku7l3c2ute5c8dzhklq6p4f2m5egj,8,8.0
1854,214941,terra1a5xxcny9m7yqngw2rdf4n52eugzpr5t5fkav6a,1,10.1
1855,215024,terra1a629am26j9385ucyul878q60nqfcnq6yqts0wj,14,35.0
1856,215296,terra1a6g69kvgrkt45a5he59v73p9v4uh05ex7vqlyy,27,493.0
1857,215356,terra1a6jlxughltfuqqww7aupukma600avqc6vkrzan,4,139.0
1858,215756,terra1a73assclss9vj7sgx0ql6pg3v698ktn4gm0wva,12,8.0
1859,215845,terra1a772t03pzde6kr3w3szpa22nugq9f67q6ludgg,20,51.69
1860,216004,terra1a7fcjpa8xndjvutjsykaxrmeqcfk6xnwqjh9k5,27,200.0
1861,216110,terra1a7lducla9ygdx69xze6uxj9pmzwg9fy4uud6n9,7,180.0
1862,216217,terra1a7rhn0xmpq7s2gy9huwj67tmpz6f5app2042de,16,950.0
1863,216242,terra1a7srp2ejuzz7mgkljjjpa8avr8dz6l7xnmua4l,26,150.0
1864,216249,terra1a7szeq9p4hpyx4u6jrgwc4v9ac7ahv9u7s9qxw,3,58.59
1865,216269,terra1a7tzlf8gdrrkzjxvexu8pa0emqzmhj8ck36lpv,16,8.0
1866,216293,terra1a7uy2dxz3kn2yxgnr4css43twz2d2hvnra9rh7,24,140.0
1867,216338,terra1a7wz3fsul5exnaary759evja622lrp032e5clc,24,10.0
1868,216629,terra1a8altvnl5ah009my9tuwr3dd24mlsug8ezuvjl,7,910.0
1869,216736,terra1a8gq359yvm3h39rrpv2ggxyp5zkzzhs4zfm8r5,27,1500.0
1870,216763,terra1a8hrpj25qn94tdydjkvgqty57lm8jm4wj4pkr4,11,94.0
1871,216846,terra1a8meyyd9fc2f7uvyr3426cze37aml0053rjfx6,27,1057.0
1872,217021,terra1a8w3suh86ru7ml4hxq8w4tg323kwkph5p0247x,14,8.0
1873,217058,terra1a8xuhhhy2y5zykskzvq5f8djprnf5zeaerycmq,15,315.83
1874,217214,terra1a9528q7a5yd9fgtfz0qex20pdndjtdf43qn4jr,17,459.2
1875,217251,terra1a96whg6fj5yxalrpzyqmsj0rzc2hw5n3a5wxpk,13,624.0
1876,217303,terra1a98vdp0nx4mzh5hrd5lyymjk4udvazjus07fwd,9,120.0
1877,217426,terra1a9f8c5vt8zuaza5lxyvxr3dcqx307g7e3f29hl,28,96.0
1878,217489,terra1a9hq4ptnu875k7pv0956qaz8hzxkxtqar0r0wl,14,320.0
1879,217500,terra1a9j08kj85c65vmp33nr28pnffpd85m6efqyrda,16,10.0
1880,217524,terra1a9k2f76gjg88p5g842rzj9mx6uh0hfaav747vp,5,8.0
1881,217535,terra1a9kjmdrck9rmzudlrgx9tpg8n3qahn6muv05tg,14,52.0
1882,217650,terra1a9qmd97wwznd489xfu79wx5vp6m238xnfpydeh,4,8.0
1883,218353,terra1aaprn9deunqh4gyj0wfwaexgpw3jq3fkll7nfd,26,84.0
1884,218758,terra1ac9hf7vws9s053yc7f9mjd2fef0a82zv2yqfvg,2,322.94
1885,218859,terra1acft8auszkxpgt28m2qjddtg08jkrhee37tjdl,6,8.0
1886,218926,terra1acjjx25yxrg63aggn5fvvcx24n2tsdu9772s80,11,10.0
1887,218987,terra1acn3lgrzyqk78wge0h32mftgqfqg9xltlgyx0p,24,10.0
1888,219146,terra1acun26p58ck4lt9gr3qjghcp4ehnsjf9fd5gyy,30,182.0
1889,219572,terra1addlt6kl96r67qzhc7dzhkye5q7q3w989wm4dk,25,50.0
1890,219626,terra1adfd0ugjv4fs754pe5e2jg8sc0q5jtg4hl7hju,27,713.0
1891,219681,terra1adhz02pcarjenjp0037nqqs43aqjmnrw859x2a,9,8.0
1892,219718,terra1adk7j5aeyh5uc4hps2j0kqp2p836vyjsjyupy2,4,151.0
1893,219757,terra1adlt697lkaey8xce5fe4uw7z2j0cu88nrjvj5l,22,1698.0
1894,219804,terra1adnqlyrys99l0j8ay8qp6jar6aa068wgtk8ar8,22,10.0
1895,219857,terra1adr5hgadxh8yzzkzaavn5qmcpxktthtvh04nhd,25,8.0
1896,219865,terra1adrh4cl0cw02c6n0ual379gf3z4fars22fx87q,25,47.0
1897,219912,terra1adt9xj463008nsgxg28jemsm0ecgk66v6evx54,30,74.0
1898,219930,terra1adu5h56uveg92ta7xhl2u8yn2xhpth7vt44tmk,21,1664.0
1899,219996,terra1adxn2f4tcjchucz37zw7durs0k47h8fdaj543v,13,1797.0
1900,220002,terra1adxwvj8fpxje5v77w609hqqzgvnc6dk3rpy54e,27,416.0
1901,220329,terra1aef3x0s0w995vwmdfvrex3dgha3tcqzv2uyq5p,30,38.0
1902,220400,terra1aehve3w03vn8y2jxr3s3def4j6ta6gfy0dx927,30,30.0
1903,220483,terra1aemresxjlyd7cdxuqglr56yg07mlqgdcnq966n,5,8.0
1904,220864,terra1af635zqff556q0y9vnwhm8nk2h9ehvxesjgha2,15,8.0
1905,220865,terra1af63ted77z484s23malx6s97zhjvpxxw8u3z7p,4,48.0
1906,220910,terra1af7urdquzkxv3lvdgap9qmck43wfz0294wrxw8,7,1049.0
1907,221092,terra1afh0cwa59trmuef633fs5u64w207fqhjpwza5m,14,8.0
1908,221226,terra1afp6ztrj5w9yqwvlh7fvvlr9c7g8ch6wp93yny,13,162.0
1909,221506,terra1ag449xakvj78hvyzws42l7gf9tzen8fk0sv7cc,20,4134.0
1910,221750,terra1aghh2nt808ud27qsndpkwqs7dw0uz6n9l0cek2,23,579.0
1911,221949,terra1agrdjdmehz2rj7fjexnxua4nq7s922qjn69a6g,2,1521.0599999999997
1912,222122,terra1agyvpvzuuy6zsjexh627r666wgtkr0pjeljc4k,7,24.0
1913,222131,terra1agz2fscjxp8gtfu55jgwapqsvwrjxxn7xmavzr,27,17.0
1914,222261,terra1ah5hkf3afprw7pyftpynq5lggcccr3tmkgpltc,29,258.0
1915,222265,terra1ah5ukx93jw2hd5ezmnyzvj9hn5e33tft5rq90n,8,296.0
1916,222622,terra1ahmzl05md839f5elanwfpdw5qtc63pwcadpgmu,2,230.76000000000002
1917,222659,terra1ahpphrs6ngnzgf3mzg24r5k5haq8wxq33nexs0,24,81.0
1918,222667,terra1ahq6fk7lvqatgc2ygheh2y8xd9xh0h4c4t37ud,2,412.0
1919,222699,terra1ahrqlrwzl36dmxde8ssyasxppr7rg2fa36fkq8,25,100.0
1920,222833,terra1ahxtxnquft7qpcg2avy2uywvzs5fzf83ppth85,1,8.0
1921,222967,terra1aj4mlx686dankpaagdkza8e4qc7vtvp2370try,9,219.0
1922,223142,terra1aje9ga9u6jxlwhjdg3glkq26yt9z5dm5785pda,3,16.0
1923,223390,terra1ajrgymp7x2tqy27hflx83c3xhhykdhyafc38pj,2,1637.5600000000002
1924,223494,terra1ajv9txdet5yv8fzcvftqszymsrcpvaqwh40sqk,16,80.0
1925,223565,terra1ajy7c0cyp7yxdktg4u58gppgevejudzp50frpk,24,24.0
1926,223585,terra1ajyyl2mqkg2d53jhrcug67y3h4te6csq0zwmm7,7,66.0
1927,223594,terra1ajz6ve5skhw7ww8ukphydq5ylmalvl2555ng4r,19,232.0
1928,223660,terra1ak3m3ph63a6usmah5dle0edffekccy4rwa445s,3,20.5
1929,223973,terra1akj6drjkl795t2g86xt6eq47d0lu8de0vdlynr,8,24.0
1930,224141,terra1akrje3fvklf6uewkw9xtrhxr2a8q8mv0kxpduk,8,24.0
1931,224193,terra1akthtur8fkyl225vdavs5pqka05aph0unpmvc4,9,494.0
1932,224223,terra1akvcef25aqx3g30jh6u8tnf86kux7sjah7xjg0,27,36.010000000000005
1933,224315,terra1akzkf64sxa7t4yp66m4mace38vhcl8m9hch6ul,5,5681.0
1934,224317,terra1akzl5f2y5kz5qmrwx82dpy6rsemw7es92xev7k,27,268.0
1935,224326,terra1akzwpzu2e970srktcl4wyx3zghzpkmvtqhc6fa,24,8.0
1936,224607,terra1alel7x2gtzq2uzmu5557q5s50sgtm6zg9x4hde,12,10.0
1937,224659,terra1alhp56ad2xwm8uz30wkfsvkrqt0su6343m4vlf,10,59.0
1938,224801,terra1alpwqnntrljvslcprr8drrww2yekp77n7hncwz,30,19.0
1939,225063,terra1am02he854rsye9d20dfe30vrssh3pajtkqnefh,27,295.0
1940,225129,terra1am40hwsxpv55qd7tzgd5v0v6nz89f5sw67fyxj,10,10.0
1941,225200,terra1am7hpapjamhrcpm2d7l0k6myzdyulte582vszz,7,13225.5
1942,225415,terra1amjt3drhwntkpcpqnmvu60mdau0r5mepdqlau6,25,4000.0
1943,225422,terra1amk0dpfs8yc38u4dqqn5v8e2kdp9hpc8yqhw8q,27,2680.0
1944,225425,terra1amk38rl3jvmz6jh7uxxu2kxzpqqy9syc42fdv7,2,184.92
1945,225475,terra1amm052qw0wk8ehpv48t4hgn0g5qj28ltyg6l9p,25,1501.0
1946,225547,terra1amqfy5duzavwmwhnf5pwd04lcm94ssv27n7p2r,2,50.0
1947,225906,terra1an73uy4y4pf8ct6ctqt3cwnn9hdsj6xy0hvyxx,16,405.0
1948,226061,terra1aner5llkmzugf76l90q9e0ww9t8m3hclnyfgey,19,89.0
1949,226147,terra1ank30jur9hpfrkm2rj8898r8rfrjmgcc9rx2f7,10,12.0
1950,226322,terra1ansggn3mkezhts9meztwemcg55welzd4fvcpzf,26,2032.0
1951,226577,terra1ap2xqvx5d25k2y695d6vljnjxnz362rrcqvaa0,27,2003.0
1952,226707,terra1ap8mtxdf6mwen22jprmsncgejghzr2qtdyxu2h,7,142.0
1953,226790,terra1apcvfccryplzwgh5763l2mnkrsyap0muqmhxwy,24,33.0
1954,226821,terra1apenzq3z74sn9ehv4nxs6dkwkp8qrdd4d8xvg6,17,8.0
1955,226859,terra1apggr5c937lvde90dkay6zyg0nlyq68jev2axa,28,309.0
1956,226995,terra1apmzp25rdeaklxs3m54jyaprnntlerj0aaatku,25,26.0
1957,227133,terra1apvnkw7mut79jp9s3pkyd00s6dn3vuyf8zut6t,27,134.0
1958,227246,terra1aq0mwm23jh5hhk66zl3p48z58u9za2mhljhqj2,2,109.21
1959,227253,terra1aq0zwksav6538gn4y55mus7r8ll6g9cnfr7snh,26,24.5
1960,227989,terra1ar3jflttt6vsrgnn2cgyqajex5arqnhaukn6y7,23,156.0
1961,228139,terra1ara0nsyxy7elsustfym9nn38zv0uwczhy9nvlr,13,256.2
1962,228383,terra1armlza7vt7petc6jptgr6y3s7w3afpr4vhr9m9,7,18.0
1963,228385,terra1armndudemxy6jhw00vycll8jzumu2h3xup6x5x,16,62.0
1964,228456,terra1arr33mrru6sd29z2pyupmculxdaenzags2quzc,9,76.6
1965,228473,terra1arrpxk6zl809lxx79ds0e0yqypyvc9h4lns0qc,20,17.0
1966,228502,terra1arsvlgut8qxrguh7vx3fkexxsrt7rlc60j53cz,24,101.0
1967,228503,terra1arsvukql4rja49g6fsdyzyfavcehm8rp3g2k55,7,55.0
1968,228747,terra1as4jk9535ltlfzjvvsxtv85sr9u5m4rrjyf99q,10,172.0
1969,228825,terra1as7wql27wtqmlg0rnkm2k44ylvl2xnqflt4unh,14,2999.7999999999997
1970,228846,terra1as8j8qhexvsc3sy0gxrfajuuggwar45chfhqwn,27,197.5
1971,228866,terra1as9jwap2dhfxmyhmg9gn9gqks4090xsuxpzd6c,28,103.79999999999998
1972,229005,terra1asga036x88ccq8rumdzujdzacz2htdm9tf09f2,30,10.0
1973,229011,terra1asgp2crs4ny03mjuu9x7mgzd8wghyqew00q0ue,28,60.0
1974,229036,terra1ashjrx4wxl6tjpfp3l9u34hcy7h29f63j4eus9,3,60.660000000000004
1975,229210,terra1asr0tjjhhlmhk54wmd53r3grzurfy02anr57ra,4,800.0
1976,229360,terra1asy0xh50t9t3cmh3vcngvtfzcnlskl798fl4rc,13,8.0
1977,229425,terra1at236lyq0zn9qda8yefv9v3m75tu4a4exyzm4q,25,175.0
1978,229468,terra1at3u5ahpq5x9yfhep8hry279netsd0lthgc2vr,13,8.0
1979,229602,terra1at98wqe6949ra6rzx6ruppq0cyz479m5x2j8ry,24,8.0
1980,229679,terra1atdygyywtkqwzh42e6j0kcemjevjgqnsukqctc,17,138.0
1981,230264,terra1au5rvdtnl9ypdxk2z3dvljrzdswla873rw7q5f,10,192.0
1982,230658,terra1aun4fx4fhm5p9rw9vsv7y9lr50vy9zdu02l0xj,18,8.0
1983,230880,terra1auxwyshtz7rexul68wdmr26w4vd0xjsumdcuhr,30,162.8
1984,230935,terra1av08la3hkd4m3y9nky2zzqxf6redampwwng4gz,2,386.34
1985,230980,terra1av3rl3x200jfywlndp04mayamn8f4d0kzk70rx,25,16.0
1986,231369,terra1avmsnad9xzv9hkwf2npawjx0syuerkx2dzqu98,29,372.0
1987,231640,terra1avxtduvgny66nqqwdj7g5x9n64gc8v3z79ta7k,24,30.0
1988,231666,terra1avys4aym2lyulqkrymnwhwsgkh78l3kvt4dyh9,10,2587.0
1989,231805,terra1aw5zn94yr98dmg4m6rhdzrc825njnn6u0hzfgf,14,470.0
1990,232172,terra1awmmperm3xxeukz00ck93lt6fx8sqf9ez7rzx5,30,8.0
1991,232211,terra1awnyl0vs23xm9dngyc99umu7c9zl97tfl7neez,13,65.0
1992,232391,terra1awx0flpqluhn84f24m8f60rs8eyapw95t898zj,30,24.0
1993,232431,terra1awz3l0pm4qc644wu7tuj44hl5npakx8cmey9y3,3,8.0
1994,232528,terra1ax3k8j4zgy2ce27rkxc7x6kx6u8dh5m2q5xsn8,6,250.0
1995,232558,terra1ax556r8qn08us62px63ae2nwzexlt2wd5gx3ad,24,16.0
1996,232742,terra1axdvf5ks32p7nm3e6ym9t4frtqk3svk522z8ca,30,3946.0
1997,232786,terra1axfkxyp7wzfs67du9jc2vz9swx6yzg82ltlee3,24,216.0
1998,232857,terra1axjjhnsk59ujtrvmlu3rp3hcnm8mvdn6l7x7un,28,40.0
1999,232939,terra1axncszw9np2k58kmhhqr3rn4znfl0s30c5fj7a,18,25.0
2000,233035,terra1axsymfcz48c6lazh6xr9ycgr20qk4tsx9gm3y2,20,10.0
2001,233238,terra1ay3gl5rmftydzx6jfne59t04qjfvct9whet4gm,29,44.0
2002,233252,terra1ay3ynece252kqwldp3cmhp58mh5hy3fpwj28fn,10,200.0
2003,233372,terra1ay9zr28prcu96vrwpxfu6n2x06v57nrxhl2qmr,7,8.0
2004,233424,terra1ayd8ldfak0qdxem5r30vhl4qd32z65y3f3mfrx,4,976.3000000000001
2005,233427,terra1aydcss04l9ulypm9awna2u2duzaku5ze04r298,19,48.0
2006,233580,terra1ayl7cl6dranpx2v2k4q9fqm9xdjzkv0n42z7jm,19,32.08
2007,233620,terra1ayms9649qhd8t002tr34ln54qagpkd62gashx5,30,31.0
2008,234336,terra1azl2f3p4mk3mj04g4snu8kygyhcm6hmvn34z5g,27,584.0
2009,234483,terra1azt26pw747mgv43jm5t8andht45hecttzxmmlv,1,70.0
2010,234539,terra1azv2mdxa625fehv8mrjj49jfjdn46la6hyxxp7,25,49.0
2011,234565,terra1azw4m7umfxc668afc9s7u8jy43allcvxlhycg9,4,19.0
2012,234578,terra1azwgwlupernvfhvc5zymrcjcj5zdp0yutl3lgs,8,118.91
2013,234993,terra1c0gsgz4l2y6c87pu3g3jh2jdlx5w99hsl5hy84,3,19.5
2014,235001,terra1c0h4v70wzwvxggueu8ana9f0u3yzt7xwww52v3,22,4530.0
2015,235100,terra1c0mhsgmvrqn0argh6z836kfgslzr748xfwulyj,1,118.54999999999998
2016,235106,terra1c0mqwgyygkt9yrnxglthdrfst2lhv6haf5t7rz,28,40.0
2017,235138,terra1c0nyws636wv9m6eag4uam6x0twtrgcemwym347,30,39.0
2018,235211,terra1c0s43n9u4yh0t47spxajwtq58hrdrfu7s72xef,29,1189.0
